transformer_block,string_number,module_slot,visual_row,visual_col
T06,7,1,27,2
T06,7,2,27,3
T06,7,3,27,4
T06,7,4,27,5
T06,7,5,27,6
T06,7,6,27,7
T06,6,20,27,8
T06,6,21,27,9
T06,7,7,28,2
T06,7,8,28,3
T06,7,9,28,4
T06,7,10,28,5
T06,7,11,28,6
T06,7,12,28,7
T06,7,13,28,8
T06,7,14,28,9
T06,8,1,29,1
T06,8,2,29,2
T06,7,15,29,3
T06,7,16,29,4
T06,7,17,29,5
T06,7,18,29,6
T06,7,19,29,7
T06,7,20,29,8
T06,7,21,29,9
T06,8,3,30,1
T06,8,4,30,2
T06,8,5,30,3
T06,8,6,30,4
T06,8,7,30,5
T06,8,8,30,6
T06,8,9,30,7
T06,8,10,30,8
T06,8,11,30,9
T06,8,12,31,1
T06,8,13,31,2
T06,8,14,31,3
T06,8,15,31,4
T06,8,16,31,5
T06,8,17,31,6
T06,8,18,31,7
T06,8,19,31,8
T06,8,20,31,9
T06,9,1,32,1
T06,9,2,32,2
T06,9,3,32,3
T06,9,4,32,4
T06,9,5,32,5
T06,9,6,32,6
T06,9,7,32,7
T06,9,8,32,8
T06,8,21,32,9
T06,9,9,33,1
T06,9,10,33,2
T06,9,11,33,3
T06,9,12,33,4
T06,9,13,33,5
T06,9,14,33,6
T06,9,15,33,7
T06,9,16,33,8
T06,9,17,33,9
T06,10,1,34,1
T06,10,2,34,2
T06,10,3,34,3
T06,10,4,34,4
T06,10,5,34,5
T06,9,18,34,6
T06,9,19,34,7
T06,9,20,34,8
T06,9,21,34,9
T06,10,6,35,1
T06,10,7,35,2
T06,10,8,35,3
T06,10,9,35,4
T06,10,10,35,5
T06,10,11,35,6
T06,10,12,35,7
T06,10,13,35,8
T06,10,14,35,9
T06,11,1,36,1
T06,11,2,36,2
T06,10,15,36,3
T06,10,16,36,4
T06,10,17,36,5
T06,10,18,36,6
T06,10,19,36,7
T06,10,20,36,8
T06,10,21,36,9
T06,11,3,37,1
T06,11,4,37,2
T06,11,5,37,3
T06,11,6,37,4
T06,11,7,37,5
T06,11,8,37,6
T06,11,9,37,7
T06,11,10,37,8
T06,11,11,37,9
T06,11,12,38,1
T06,11,13,38,2
T06,11,14,38,3
T06,11,15,38,4
T06,11,16,38,5
T06,11,17,38,6
T06,11,18,38,7
T06,11,19,38,8
T06,11,20,38,9
T06,12,1,39,1
T06,12,2,39,2
T06,12,3,39,3
T06,12,4,39,4
T06,12,5,39,5
T06,12,6,39,6
T06,12,7,39,7
T06,12,8,39,8
T06,11,21,39,9
T06,12,9,40,1
T06,12,10,40,2
T06,12,11,40,3
T06,12,12,40,4
T06,12,13,40,5
T06,12,14,40,6
T06,12,15,40,7
T06,12,16,40,8
T06,12,17,40,9
T06,12,18,41,1
T06,12,19,41,2
T06,12,20,41,3
T06,12,21,41,4
T06,13,1,41,5
T06,13,2,41,6
T06,13,3,41,7
T06,13,4,41,8
T06,13,5,41,9
T06,13,6,42,2
T06,13,7,42,3
T06,13,8,42,4
T06,13,9,42,5
T06,13,10,42,6
T06,13,11,42,7
T06,13,12,42,8
T06,13,13,42,9
T06,13,14,43,2
T06,13,15,43,3
T06,13,16,43,4
T06,13,17,43,5
T06,13,18,43,6
T06,13,19,43,7
T06,13,20,43,8
T06,13,21,43,9
